N,Cos Taylor,math.cos,Error Cos,Exp Taylor,math.exp,Error Exp,Sen Taylor,math.sin,Error Sen,Log Taylor,math.log,Error Log,Inv Taylor,1/(1-x),Error Inv,Binomial Taylor,(1+x)^k,Error Binomial,Arctan Taylor,math.atan,Error Arctan,Fecha,Hora
1708,0.766044443118978,0.766044443118978,0.0,2.009993926739359,2.009993927249936,5.105769140811844e-10,0.6427876096865393,0.6427876096865393,0.0,-0.3593472723031209,-0.35934751092687395,2.386237530349611e-07,0.768128310126534,3.312702932512783,2.5445746223862487,2.8836512732541975,2.8836512732541975,0.0,0.6094787022093348,0.6094709714274295,7.730781905301853e-06,2024-09-17,12:46:21
1709,0.7547095802227718,0.754709580222772,2.220446049250313e-16,2.04538286698293,2.0453828676538772,6.709472977206588e-10,0.6560590289905073,0.6560590289905073,0.0,-0.3346547770997468,-0.3346548983365024,1.212367556346905e-07,0.7785653234283046,3.515988877186576,2.7374235537582714,2.943231869296807,2.943231869296807,0.0,0.6211227227501844,0.6211092908132831,1.3431936901286967e-05,2024-09-17,12:46:21
1710,0.7431448254773944,0.7431448254773942,1.1102230246251565e-16,2.081394882249887,2.0813948831258244,8.759375447198181e-10,0.6691306063588581,0.6691306063588582,1.1102230246251565e-16,-0.31055728763644064,-0.3105573467574419,5.9121001261264183e-08,0.7892902205808426,3.7458554802047086,2.956565259623866,3.003421700178991,3.003421700178991,0.0,0.6325799589806097,0.6325569418587624,2.3017121847268562e-05,2024-09-17,12:46:21
1711,0.7313537016191705,0.7313537016191705,0.0,2.118040942695034,2.118040943831484,1.1364496010912717e-09,0.6819983600624985,0.6819983600624985,0.0,-0.28702682183108147,-0.28702684934724776,2.7516166289931476e-08,0.8003149206450736,4.007880749745052,3.2075658290999782,3.0642207659007474,3.0642207659007474,0.0,0.6438545711505078,0.6438156447146041,3.892643590375222e-05,2024-09-17,12:46:21
1712,0.7193398003386512,0.7193398003386512,0.0,2.1553322116169915,2.155332213082686,1.465694676738849e-09,0.6946583704589971,0.6946583704589973,1.1102230246251565e-16,-0.26403731898324057,-0.2640373311225491,1.2139308558367645e-08,0.8116520774424064,4.30932082295035,3.497668745507944,3.1256290664620776,3.1256290664620776,0.0,0.6549522654397066,0.6548872548392517,6.501060045494e-05,2024-09-17,12:46:21
1713,0.7071067811865475,0.7071067811865476,1.1102230246251565e-16,2.193280048858397,2.1932800507380152,1.8796182388314264e-09,0.7071067811865475,0.7071067811865476,1.1102230246251565e-16,-0.24156447023682928,-0.2415644752704905,5.033661210074314e-09,0.8233151097951561,4.659792366325487,3.8364772565303307,3.1876466018629817,3.187646601862981,4.440892098500626e-16,0.6658810294884848,0.6657737500283538,0.00010727946013100453,2024-09-17,12:46:21
1714,0.6946583704589973,0.6946583704589973,0.0,2.2318960142659225,2.231896016663304,2.3973814045064046e-09,0.7193398003386512,0.7193398003386512,0.0,-0.21958556661061565,-0.2195855685517152,1.941099558866455e-09,0.8353182421934764,5.072317448010085,4.236999205816609,3.2502733721034587,3.2502733721034587,0.0,0.6766522319694941,0.676477218028962,0.0001750139405320983,2024-09-17,12:46:21
1715,0.6819983600624984,0.6819983600624985,1.1102230246251565e-16,2.271191871211148,2.271191874253062,3.0419138319359718e-09,0.7313537016191706,0.7313537016191705,1.1102230246251565e-16,-0.19807936264400988,-0.1980793633307516,6.867417190470348e-10,0.8476765545877415,5.564977323016631,4.717300768428889,3.313509377183509,3.313509377183509,0.0,0.6872822471510145,0.6869998447506201,0.0002824024003943437,2024-09-17,12:46:21
1716,0.6691306063588582,0.6691306063588582,0.0,2.3111795901733387,2.3111795940139,3.840561202395065e-09,0.7431448254773942,0.7431448254773942,0.0,-0.17702595391393067,-0.17702595413291922,2.1898854951629687e-10,0.8604060404718499,6.163633661109077,5.303227620637227,3.377354617103133,3.377354617103133,0.0,0.6977948301094464,0.6973439030796584,0.00045092702978799526,2024-09-17,12:46:21
1717,0.6560590289905074,0.6560590289905073,1.1102230246251565e-16,2.3518713523852504,2.351871357211049,4.825798427532391e-09,0.7547095802227721,0.754709580222772,1.1102230246251565e-16,-0.1564066668687227,-0.15640666693018365,6.14609474425265e-11,0.8735236728222352,6.906617928155843,6.033094255333608,3.4418090918623303,3.4418090918623307,4.440892098500626e-16,0.7082245564716543,0.7075117422978013,0.0007128141738529381,2024-09-17,12:46:21
1718,0.6427876096865393,0.6427876096865394,1.1102230246251565e-16,2.393279553543005,2.3932795595790797,6.036074751136766e-09,0.7660444431189778,0.766044443118978,2.220446049250313e-16,-0.1362039595979748,-0.13620395961266415,1.4689360838815446e-11,0.8870474777989095,7.853277283166688,6.966229805367778,3.5068728014611006,3.5068728014611006,0.0,0.7186217599805448,0.7175057781016483,0.0011159818788964992,2024-09-17,12:46:21
1719,0.6293203910498374,0.6293203910498375,1.1102230246251565e-16,2.435416807581212,2.435416815097953,7.51674100740729e-09,0.777145961456971,0.7771459614569709,1.1102230246251565e-16,-0.11640133231363373,-0.11640133231648443,2.8507057825422066e-12,0.9009966164082187,9.10066488097693,8.199668264568713,3.5725457458994456,3.5725457458994456,0.0,0.7290595616903887,0.7273284832156488,0.0017310784747398555,2024-09-17,12:46:21
1720,0.6156614753256582,0.6156614753256583,1.1102230246251565e-16,2.478295950514433,2.4782959598355583,9.321125205019598e-09,0.7880107536067219,0.788010753606722,1.1102230246251565e-16,-0.09698324645896501,-0.09698324645938282,4.1780467974206204e-13,0.9153914745816193,10.819139915387881,9.903748440806261,3.6388279251773628,3.6388279251773623,4.440892098500626e-16,0.7396437989326924,0.7369823785878259,0.002661420344866494,2024-09-17,12:46:21
1721,0.6018150231520484,0.6018150231520484,0.0,2.521930044346161,2.5219300558579003,1.1511739117509023e-08,0.7986355100472928,0.7986355100472928,0.0,-0.07793505148864738,-0.07793505148868843,4.105049633551516e-14,0.930253762350238,13.337690944936611,12.407437182586373,3.7057193392948538,3.7057193392948538,0.0,0.7505269465856984,0.7464700251546736,0.0040569214310247625,2024-09-17,12:46:21
1722,0.5877852522924734,0.5877852522924731,2.220446049250313e-16,2.5663323810465,2.566332395208135,1.4161634975806692e-08,0.8090169943749473,0.8090169943749475,1.1102230246251565e-16,-0.059242918476533686,-0.05924291847653586,2.1718737919229625e-15,0.9456066230007741,17.38459119781875,16.438984574817976,3.773219988251918,3.773219988251918,0.0,0.7619274982441315,0.7557940161593075,0.006133482084824005,2024-09-17,12:46:21
1723,0.5735764363510462,0.573576436351046,1.1102230246251565e-16,2.6115164865997182,2.6115165039556594,1.735594112872718e-08,0.8191520442889918,0.8191520442889918,0.0,-0.04089377980833926,-0.040893779808339296,3.469446951953614e-17,0.9614747532939305,24.957004445151096,23.995529691857165,3.841329872048556,3.841329872048556,0.0,0.774156766655417,0.7649569700050481,0.009199796650368852,2024-09-17,12:46:21
1724,0.5591929034707469,0.5591929034707468,1.1102230246251565e-16,2.6574961251229134,2.657496146316491,2.1193577559586174e-08,0.8290375725550418,0.8290375725550417,1.1102230246251565e-16,-0.02287527430566096,-0.022875274305660956,3.469446951953614e-18,0.977884536021585,44.21722903828805,43.23934450226647,3.9100489906847673,3.9100489906847673,0.0,0.7876557039845548,0.7739615236251255,0.013694180359429264,2024-09-17,12:46:21
1725,0.5446390350150271,0.5446390350150271,0.0,2.704285303057008,2.704285328846197,2.5789189006530933e-08,0.8386705679454242,0.838670567945424,1.1102230246251565e-16,-0.005175697206260015,-0.005175697206260015,0.0,0.9948641863828006,193.71111581056746,192.71625162418465,3.979377344160552,3.979377344160552,0.0,0.8030451740202011,0.782810326348054,0.020234847672147116,2024-09-17,12:46:21
1726,0.5299192642332048,0.5299192642332049,1.1102230246251565e-16,2.7518982734313506,2.751898304706641,3.1275290357513086e-08,0.8480480961564258,0.8480480961564261,2.220446049250313e-16,0.012216045505609192,0.012216045505609193,1.734723475976807e-18,1.0124439138810808,nan,nan,4.049314932475911,4.049314932475911,0.0,0.8211941813018564,0.791506034237415,0.02968814706444145,2024-09-17,12:46:21
1727,0.5150380749100543,0.5150380749100542,1.1102230246251565e-16,2.800349540203174,2.8003495780078564,3.7804682495590214e-08,0.8571673007021124,0.8571673007021123,1.1102230246251565e-16,0.029310478864909326,0.02931047886490933,3.469446951953614e-18,1.0306561016955031,nan,nan,4.119861755630842,4.119861755630841,8.881784197001252e-16,0.8433119395130839,0.8000513048842545,0.04326063462882945,2024-09-17,12:46:21
1728,0.5000000000000001,0.5000000000000001,0.0,2.8496538626732404,2.849653908226361,4.5553120830987837e-08,0.8660254037844385,0.8660254037844386,1.1102230246251565e-16,0.04611759718129015,0.046117597181290375,2.220446049250313e-16,1.0495355057660367,nan,nan,4.191017813625346,4.191017813625345,8.881784197001252e-16,0.8710714213484889,0.808448792630022,0.06262262871846691,2024-09-17,12:46:21
1729,0.48480962024633717,0.4848096202463371,5.551115123125783e-17,2.8998262599789655,2.899826314701269,5.4722303577392495e-08,0.8746197071393959,0.8746197071393957,1.1102230246251565e-16,0.06264689913249391,0.06264689913250096,7.049916206369744e-15,1.0691194761679625,nan,nan,4.262783106459424,4.262783106459424,0.0,0.9067742703299845,0.8167011441979056,0.09007312613207885,2024-09-17,12:46:21
1730,0.4694715627858908,0.46947156278589086,5.551115123125783e-17,2.950882015666382,2.950882081209554,6.554317222295936e-08,0.8829475928589269,0.8829475928589269,0.0,0.07890742000418464,0.07890742000428129,9.664491429361988e-14,1.0894482037414372,nan,nan,4.335157634133076,4.335157634133077,8.881784197001252e-16,0.9535697891890446,0.8248109947105396,0.1287587944785049,2024-09-17,12:46:21
1731,0.45399049973954686,0.4539904997395468,5.551115123125783e-17,3.0028366823422954,3.002836760621875,7.827957970718558e-08,0.8910065241883677,0.8910065241883678,1.1102230246251565e-16,0.09490776134992902,0.09490776135072244,7.934208845483681e-13,1.1105649953993268,nan,nan,4.408141396646301,4.408141396646301,0.0,1.0157442927850255,0.832780964072331,0.1829633287126945,2024-09-17,12:46:21
1732,0.4383711467890774,0.43837114678907746,5.551115123125783e-17,3.0557060864080254,3.055706179640372,9.323234673175307e-08,0.8987940462991669,0.898794046299167,1.1102230246251565e-16,0.11065611831423924,0.11065611831886164,4.6223996852390314e-12,1.1325165820690537,nan,nan,4.4817343939991,4.4817343939990995,8.881784197001252e-16,1.0991016003724015,0.8406136536950575,0.258487946677344,2024-09-17,12:46:21
1733,0.42261826174069944,0.42261826174069944,0.0,3.10950633287614,3.109506443619877,1.1074373684749617e-07,0.9063077870366499,0.9063077870366499,0.0,0.12616030483379725,0.1261603048548269,2.1029650243420406e-11,1.1553534638418308,nan,nan,4.555936626191472,4.555936626191472,0.0,1.2114610535191495,0.8483116435458986,0.36314940997325085,2024-09-17,12:46:21
1734,0.40673664307580015,0.4067366430758002,5.551115123125783e-17,3.1642538102716093,3.164253941474009,1.3120239961139646e-07,0.9135454576426008,0.9135454576426009,1.1102230246251565e-16,0.14142777690623531,0.14142777698561537,7.938005808227899e-11,1.1791302976148657,nan,nan,4.630748093223418,4.630748093223419,8.881784197001252e-16,1.363306437098597,0.8558774894976671,0.5074289476009299,2024-09-17,12:46:21
